Module	1	2	3	4	5	6	Definition
M00068	0	0	0	25.749	16.563	0	Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer [PATH:map00603]
M00066	0	0	0	9.407	8.994	0	Lactosylceramide biosynthesis [PATH:map00600]
M00065	18.72	36.71	30.682	55.09	44.486	2.075	GPI-anchor biosynthesis, core oligosaccharide [PATH:map00563]
M00064	12.058	8.439	8.018	6.458	25.81	1260.667	ADP-L-glycero-D-manno-heptose biosynthesis [PATH:map00540]
M00063	1.191	0	0	33.469	53.991	1643.425	CMP-KDO biosynthesis [PATH:map00540]
M00061	4.206	2.684	4.767	8.262	43.075	1150.16	D-Glucuronate degradation [PATH:map00040 map00030]
M00060	54.476	74.396	44.081	121.717	71.453	4727.36	Lipopolysaccharide biosynthesis, KDO2-lipid A [PATH:map00540]
M00059	0	0	0	0	6.137	0	Glycosaminoglycan biosynthesis, heparan sulfate backbone [PATH:map00534]
M00057	0	0	0	12.766	0.274	0	Glycosaminoglycan biosynthesis, linkage tetrasaccharide [PATH:map00532]
M00056	14.153	4.201	11.279	58.407	100.277	4.512	O-glycan biosynthesis, mucin type core [PATH:map00512]
M00055	25.948	44.782	30.986	154.264	154.396	6.37	N-glycan precursor biosynthesis [PATH:map00510]
M00053	1213.345	2094.137	1714.596	1395.766	2884.193	13121.439	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]
M00052	797.509	902.512	840.383	907.404	2203.437	6907.648	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP [PATH:map00240]
M00051	449.11	358.579	387.85	367.804	432.057	5726.412	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP [PATH:map00240]
M00050	960.368	967.371	897.96	1254.003	2552.248	10335.064	Guanine ribonucleotide biosynthesis IMP => GDP,GTP [PATH:map00230]
M00049	1221.188	1267.94	1110.065	1538.321	2938.029	9449.826	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP [PATH:map00230]
M00048	31.929	35.222	48.562	247.007	343.198	5009.971	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP [PATH:map00230]
M00047	19.147	7.251	8.125	39.859	101.237	3.402	Creatine pathway [PATH:map00330]
M00046	65.276	36.933	38.781	284.774	206.243	6338.551	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate [PATH:map00240]
M00045	46.212	502.639	300.178	73.403	92.064	3799.222	Histidine degradation, histidine => N-formiminoglutamate => glutamate [PATH:map00340]
M00044	661.942	785.057	748.425	349.924	444.33	3077.348	Tyrosine degradation, tyrosine => homogentisate [PATH:map00350]
M00042	625.022	380.584	510.811	26.935	53.332	4.005	Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline [PATH:map00350]
M00040	40.626	60.81	99.12	43.477	167.534	1901.06	Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine [PATH:map01230 map00400]
M00039	0	0	0	6.375	0	0	Monolignol biosynthesis, phenylalanine / tyrosine  => monolignol [PATH:map00940]
M00038	110.907	77.593	83.896	195.363	203.837	260.795	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate [PATH:map00380]
M00037	0	0	0	0	5.912	0	Melatonin biosynthesis, tryptophan => serotonin => melatonin [PATH:map00380]
M00036	556.781	553.726	522.857	848.947	1138.527	11315.029	Leucine degradation, leucine => acetoacetate + acetyl-CoA [PATH:map00280]
M00035	3100.532	3415.307	3205.481	2172.538	2121.241	3386.637	Methionine degradation [PATH:map00270]
M00034	2015.422	2611.636	2305.349	1566.12	1535.523	4628.705	Methionine salvage pathway [PATH:map00270]
M00033	174.391	151.775	156.842	66.06	144.929	3541.975	Ectoine biosynthesis, aspartate => ectoine [PATH:map01210 map01230 map00260]
M00032	894.796	982.888	898.931	1245.865	1154.007	9519.142	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA [PATH:map00310]
M00031	0	0	0	4.069	14.421	0	Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine [PATH:map01210 map01230 map00300]
M00030	107.359	246.333	204.818	197.51	222.787	16.285	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine [PATH:map01230 map00300]
M00029	46.484	45.902	58.416	485.592	174.594	6427.632	Urea cycle [PATH:map01230 map00220]
M00028	109.075	71.085	97.598	153.28	190.949	4918.598	Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00220]
M00027	77.91	62.665	77.65	117.482	120.758	4971.724	GABA (gamma-Aminobutyrate) shunt [PATH:map00250]
M00026	15.952	32.317	32.179	88.976	179.275	6800.45	Histidine biosynthesis, PRPP => histidine [PATH:map01230 map00340]
M00025	40.626	83.655	102.122	92.301	205.644	2759.228	Tyrosine biosynthesis, chorismate => tyrosine [PATH:map01230 map00400]
M00024	40.626	60.81	99.12	59.902	172.849	2421.346	Phenylalanine biosynthesis, chorismate => phenylalanine [PATH:map01230 map00400]
M00023	35.961	67.058	90.799	147.033	141.105	2452.592	Tryptophan biosynthesis, chorismate => tryptophan [PATH:map01230 map00400]
M00022	41.546	46.733	58.05	135.512	144.222	5751.166	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate [PATH:map01230 map00400]
M00021	70.969	86.08	87.726	223.092	175.01	3327.166	Cysteine biosynthesis, serine => cysteine [PATH:map01200 map01230 map00270]
M00020	41.742	73.844	49.197	199.392	289.027	2239.497	Serine biosynthesis, glycerate-3P => serine [PATH:map01200 map01230 map00260]
M00019	341.719	455.106	512.541	793.251	1194.814	9875.026	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine [PATH:map01210 map01230 map00290]
M00018	144.977	132.773	121.162	236.711	224.793	5138.275	Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map01230 map00260]
M00017	289.847	288.402	234.688	296.571	365.346	5301.018	Methionine biosynthesis, apartate => homoserine => methionine [PATH:map01230 map00270]
M00016	205.973	183.196	192.54	227.938	335.596	14083.641	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine [PATH:map01230 map00300]
M00015	19.475	27.239	19.671	115.385	65.359	1768.526	Proline biosynthesis, glutamate => proline [PATH:map01230 map00330]
M00014	29.596	18.509	10.834	219.502	73.131	277.976	Glucuronate pathway (uronate pathway) [PATH:map00040]
M00013	472.542	334.807	381.704	425.421	636.81	7968.03	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA [PATH:map01200 map00640]
M00012	2223.262	2409.226	2270.249	3616.913	3986.77	44631.549	Glyoxylate cycle [PATH:map01200 map00630]
M00011	3444.632	3399.023	3333.98	2518.748	3628.36	24092.629	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map01200 map00020]
M00010	1881.689	2035.306	2029.716	1673.769	2154.768	24203.733	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate [PATH:map01200 map01210 map01230 map00020]
M00009	5326.321	5434.329	5363.696	4192.517	5783.128	48296.362	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map01200 map00020]
M00008	18.054	79.773	50.354	237.009	261.198	8866.831	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate [PATH:map01200 map00030]
M00007	466.129	378.635	456.093	430.714	415.332	9236.875	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]
M00006	223.551	248.195	211.686	448.269	425.113	5830.282	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P [PATH:map01200 map00030]
M00005	121.985	265.371	130.16	119.33	117.969	1279.051	PRPP biosynthesis, ribose 5P => PRPP [PATH:map01200 map01230 map00030 map00230]
M00004	1038.714	988.415	17574.518	711.398	646.189	692.11	Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map01200 map00030]
M00003	2329.959	2306.252	2282.987	8064.717	4869.881	20611.234	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00010 map00020]
M00002	1246.9	1280.164	1217.716	5349.114	3276.278	14937.76	Glycolysis, core module involving three-carbon compounds [PATH:map01200 map01230 map00010]
M00001	2042.922	1944.813	1884.696	7530.348	4461.951	21902.929	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate [PATH:map01200 map00010]
